"date","tipo_refeicao","restaurante_utilizado","categoria_padrao","categoria_vegano","dia_semana","mes","almoco","periodo_semestre","quantidade","feriado_dummy"
2024-05-15,"Jantar","RU","bovino","leguminosas","qua","mai","0","meio",2521,0
2024-05-15,"Jantar","RA","bovino","leguminosas","qua","mai","0","meio",805,0
2024-05-15,"Jantar","RS","bovino","leguminosas","qua","mai","0","meio",977,0
2024-05-16,"Almoço","RU","peixe","leguminosas","qui","mai","1","meio",2343,0
2024-05-16,"Almoço","RA","peixe","leguminosas","qui","mai","1","meio",749,0
2024-05-16,"Almoço","RS","peixe","leguminosas","qui","mai","1","meio",959,0
2024-05-16,"Jantar","RU","bovino","leguminosas","qui","mai","0","meio",2723,0
2024-05-16,"Jantar","RA","bovino","leguminosas","qui","mai","0","meio",936,0
2024-05-16,"Jantar","RS","bovino","leguminosas","qui","mai","0","meio",710,0
2024-05-17,"Almoço","RU","feijoada","pts_proteina_texturizada","sex","mai","1","meio",4263,0
2024-05-17,"Almoço","RA","feijoada","pts_proteina_texturizada","sex","mai","1","meio",1213,0
2024-05-17,"Almoço","RS","feijoada","pts_proteina_texturizada","sex","mai","1","meio",2059,0
2024-05-17,"Jantar","RU","feijoada","pts_proteina_texturizada","sex","mai","0","meio",2298,0
2024-05-17,"Jantar","RA","feijoada","pts_proteina_texturizada","sex","mai","0","meio",619,0
2024-05-17,"Jantar","RS","feijoada","pts_proteina_texturizada","sex","mai","0","meio",635,0
2024-05-20,"Almoço","RU","bovino","leguminosas","seg","mai","1","meio",3228,0
2024-05-20,"Almoço","RA","bovino","leguminosas","seg","mai","1","meio",1152,0
2024-05-20,"Almoço","RS","bovino","leguminosas","seg","mai","1","meio",1447,0
2024-05-20,"Jantar","RU","suino","leguminosas","seg","mai","0","meio",2545,0
2024-05-20,"Jantar","RA","suino","leguminosas","seg","mai","0","meio",780,0
2024-05-20,"Jantar","RS","suino","leguminosas","seg","mai","0","meio",877,0
2024-05-21,"Almoço","RU","frango","leguminosas","ter","mai","1","meio",3576,0
2024-05-21,"Almoço","RA","frango","leguminosas","ter","mai","1","meio",1205,0
2024-05-21,"Almoço","RS","frango","leguminosas","ter","mai","1","meio",1445,0
2024-05-21,"Jantar","RU","bovino","pts_proteina_texturizada","ter","mai","0","meio",2277,0
2024-05-21,"Jantar","RA","bovino","pts_proteina_texturizada","ter","mai","0","meio",564,0
2024-05-21,"Jantar","RS","bovino","pts_proteina_texturizada","ter","mai","0","meio",645,0
2024-05-22,"Almoço","RA","bovino","leguminosas","qua","mai","1","meio",1364,0
2024-05-22,"Almoço","RS","bovino","leguminosas","qua","mai","1","meio",1947,0
2024-05-22,"Almoço","RU","bovino","leguminosas","qua","mai","1","meio",3847,0
2024-05-22,"Jantar","RU","frango","leguminosas","qua","mai","0","meio",2953,0
2024-05-22,"Jantar","RA","frango","leguminosas","qua","mai","0","meio",866,0
2024-05-22,"Jantar","RS","frango","leguminosas","qua","mai","0","meio",1079,0
2024-05-23,"Almoço","RA","frango","leguminosas","qui","mai","1","meio",1267,0
2024-05-23,"Almoço","RS","frango","leguminosas","qui","mai","1","meio",1696,0
2024-05-23,"Almoço","RU","frango","leguminosas","qui","mai","1","meio",4090,0
2024-05-23,"Jantar","RU","bovino","leguminosas","qui","mai","0","meio",2812,0
2024-05-23,"Jantar","RA","bovino","leguminosas","qui","mai","0","meio",840,0
2024-05-23,"Jantar","RS","bovino","leguminosas","qui","mai","0","meio",1059,0
2024-05-24,"Almoço","RU","bovino","pts_proteina_texturizada","sex","mai","1","meio",3553,0
2024-05-24,"Almoço","RA","bovino","pts_proteina_texturizada","sex","mai","1","meio",1025,0
2024-05-24,"Almoço","RS","bovino","pts_proteina_texturizada","sex","mai","1","meio",1350,0
2024-05-24,"Jantar","RU","frango","leguminosas","sex","mai","0","meio",2028,0
2024-05-24,"Jantar","RA","frango","leguminosas","sex","mai","0","meio",470,0
2024-05-24,"Jantar","RS","frango","leguminosas","sex","mai","0","meio",541,0
2024-05-27,"Almoço","RU","peixe","cereais_integrais","seg","mai","1","fim",2994,0
2024-05-27,"Almoço","RA","peixe","cereais_integrais","seg","mai","1","fim",793,0
2024-05-27,"Almoço","RS","peixe","cereais_integrais","seg","mai","1","fim",913,0
2024-05-27,"Jantar","RU","bovino","leguminosas","seg","mai","0","fim",2682,0
2024-05-27,"Jantar","RA","bovino","leguminosas","seg","mai","0","fim",748,0
2024-05-27,"Jantar","RS","bovino","leguminosas","seg","mai","0","fim",858,0
2024-05-28,"Almoço","RU","bovino","leguminosas","ter","mai","1","fim",3511,0
2024-05-28,"Almoço","RA","bovino","leguminosas","ter","mai","1","fim",1403,0
2024-05-28,"Almoço","RS","bovino","leguminosas","ter","mai","1","fim",1479,0
2024-05-28,"Jantar","RU","peixe","leguminosas","ter","mai","0","fim",1401,0
2024-05-28,"Jantar","RA","peixe","leguminosas","ter","mai","0","fim",494,0
2024-05-28,"Jantar","RS","peixe","leguminosas","ter","mai","0","fim",367,0
2024-05-29,"Almoço","RU","frango","vegetais","qua","mai","1","fim",3779,0
2024-05-29,"Almoço","RA","frango","vegetais","qua","mai","1","fim",1263,0
2024-05-29,"Almoço","RS","frango","vegetais","qua","mai","1","fim",1600,0
2024-05-29,"Jantar","RU","bovino","leguminosas","qua","mai","0","fim",2042,0
2024-05-29,"Jantar","RA","bovino","leguminosas","qua","mai","0","fim",598,0
2024-05-29,"Jantar","RS","bovino","leguminosas","qua","mai","0","fim",546,0
2024-05-31,"Almoço","RU","frango","leguminosas","sex","mai","1","fim",NA,1
2024-05-31,"Almoço","RA","frango","leguminosas","sex","mai","1","fim",NA,1
2024-05-31,"Almoço","RS","frango","leguminosas","sex","mai","1","fim",1352,1
2024-05-31,"Jantar","RU","bovino","pts_proteina_texturizada","sex","mai","0","fim",NA,1
2024-05-31,"Jantar","RA","bovino","pts_proteina_texturizada","sex","mai","0","fim",NA,1
2024-05-31,"Jantar","RS","bovino","pts_proteina_texturizada","sex","mai","0","fim",885,1
2024-06-03,"Almoço","RU","bovino","leguminosas","seg","jun","1","fim",3429,0
2024-06-03,"Almoço","RA","bovino","leguminosas","seg","jun","1","fim",1219,0
2024-06-03,"Almoço","RS","bovino","pts_proteina_texturizada","seg","jun","1","fim",1525,0
2024-06-03,"Jantar","RU","frango","pts_proteina_texturizada","seg","jun","0","fim",3221,0
2024-06-03,"Jantar","RA","frango","pts_proteina_texturizada","seg","jun","0","fim",922,0
2024-06-03,"Jantar","RS","frango","leguminosas","seg","jun","0","fim",1410,0
2024-06-04,"Almoço","RU","peixe","leguminosas","ter","jun","1","fim",2507,0
2024-06-04,"Almoço","RA","peixe","leguminosas","ter","jun","1","fim",915,0
2024-06-04,"Almoço","RS","peixe","leguminosas","ter","jun","1","fim",1122,0
2024-06-04,"Jantar","RU","bovino","pts_proteina_texturizada","ter","jun","0","fim",2470,0
2024-06-04,"Jantar","RA","bovino","pts_proteina_texturizada","ter","jun","0","fim",780,0
2024-06-04,"Jantar","RS","bovino","pts_proteina_texturizada","ter","jun","0","fim",1019,0
2024-06-05,"Almoço","RU","frango","leguminosas","qua","jun","1","fim",3991,0
2024-06-05,"Almoço","RA","frango","leguminosas","qua","jun","1","fim",1373,0
2024-06-05,"Almoço","RS","frango","leguminosas","qua","jun","1","fim",1933,0
2024-06-05,"Jantar","RU","bovino","leguminosas","qua","jun","0","fim",2869,0
2024-06-05,"Jantar","RA","bovino","leguminosas","qua","jun","0","fim",814,0
2024-06-05,"Jantar","RS","bovino","leguminosas","qua","jun","0","fim",1021,0
2024-06-06,"Almoço","RU","bovino","leguminosas","qui","jun","1","fim",3599,0
2024-06-06,"Almoço","RA","bovino","leguminosas","qui","jun","1","fim",1338,0
2024-06-06,"Almoço","RS","bovino","leguminosas","qui","jun","1","fim",1700,0
2024-06-06,"Jantar","RU","frango","leguminosas","qui","jun","0","fim",2824,0
2024-06-06,"Jantar","RA","frango","leguminosas","qui","jun","0","fim",867,0
2024-06-06,"Jantar","RS","frango","leguminosas","qui","jun","0","fim",1036,0
2024-06-07,"Almoço","RA","suino","leguminosas","sex","jun","1","fim",1158,0
2024-06-07,"Almoço","RS","suino","leguminosas","sex","jun","1","fim",1350,0
2024-06-07,"Almoço","RU","frango","leguminosas","sex","jun","1","fim",3397,0
2024-06-07,"Jantar","RU","bovino","leguminosas","sex","jun","0","fim",1915,0
2024-06-07,"Jantar","RA","bovino","leguminosas","sex","jun","0","fim",596,0
2024-06-07,"Jantar","RS","bovino","leguminosas","sex","jun","0","fim",605,0
2024-06-10,"Almoço","RU","frango","leguminosas","seg","jun","1","fim",3554,0
2024-06-10,"Almoço","RA","frango","leguminosas","seg","jun","1","fim",1291,0
2024-06-10,"Almoço","RS","frango","leguminosas","seg","jun","1","fim",1674,0
2024-06-10,"Jantar","RU","suino","leguminosas","seg","jun","0","fim",2794,0
2024-06-10,"Jantar","RA","suino","leguminosas","seg","jun","0","fim",819,0
2024-06-10,"Jantar","RS","suino","leguminosas","seg","jun","0","fim",1097,0
2024-06-11,"Almoço","RU","bovino","pts_proteina_texturizada","ter","jun","1","fim",3654,0
2024-06-11,"Almoço","RA","bovino","pts_proteina_texturizada","ter","jun","1","fim",1297,0
2024-06-11,"Almoço","RS","bovino","pts_proteina_texturizada","ter","jun","1","fim",1777,0
2024-06-11,"Jantar","RU","frango","leguminosas","ter","jun","0","fim",2848,0
2024-06-11,"Jantar","RA","frango","leguminosas","ter","jun","0","fim",870,0
2024-06-11,"Jantar","RS","frango","leguminosas","ter","jun","0","fim",1144,0
2024-06-12,"Almoço","RU","frango","leguminosas","qua","jun","1","fim",3675,0
2024-06-12,"Almoço","RA","frango","leguminosas","qua","jun","1","fim",1286,0
2024-06-12,"Almoço","RS","frango","leguminosas","qua","jun","1","fim",1744,0
2024-06-12,"Jantar","RU","bovino","leguminosas","qua","jun","0","fim",2255,0
2024-06-12,"Jantar","RA","bovino","leguminosas","qua","jun","0","fim",681,0
2024-06-12,"Jantar","RS","bovino","leguminosas","qua","jun","0","fim",768,0
2024-06-13,"Almoço","RU","bovino","leguminosas","qui","jun","1","fim",3471,0
2024-06-13,"Almoço","RA","bovino","leguminosas","qui","jun","1","fim",1243,0
2024-06-13,"Almoço","RS","bovino","leguminosas","qui","jun","1","fim",1499,0
2024-06-13,"Jantar","RU","peixe","leguminosas","qui","jun","0","fim",1262,0
2024-06-13,"Jantar","RA","peixe","leguminosas","qui","jun","0","fim",341,0
2024-06-13,"Jantar","RS","peixe","leguminosas","qui","jun","0","fim",479,0
2024-06-14,"Almoço","RU","bovino","pts_proteina_texturizada","sex","jun","1","fim",3261,0
2024-06-14,"Almoço","RA","bovino","pts_proteina_texturizada","sex","jun","1","fim",1162,0
2024-06-14,"Almoço","RS","bovino","pts_proteina_texturizada","sex","jun","1","fim",1468,0
2024-06-14,"Jantar","RU","frango","leguminosas","sex","jun","0","fim",2193,0
2024-06-14,"Jantar","RA","frango","leguminosas","sex","jun","0","fim",544,0
2024-06-14,"Jantar","RS","frango","leguminosas","sex","jun","0","fim",647,0
2024-06-17,"Almoço","RU","peixe","leguminosas","seg","jun","1","fim",2317,0
2024-06-17,"Almoço","RA","peixe","leguminosas","seg","jun","1","fim",823,0
2024-06-17,"Almoço","RS","peixe","leguminosas","seg","jun","1","fim",1010,0
2024-06-17,"Jantar","RU","bovino","pts_proteina_texturizada","seg","jun","0","fim",2481,0
2024-06-17,"Jantar","RA","bovino","pts_proteina_texturizada","seg","jun","0","fim",753,0
2024-06-17,"Jantar","RS","bovino","pts_proteina_texturizada","seg","jun","0","fim",874,0
2024-06-18,"Almoço","RU","bovino","pts_proteina_texturizada","ter","jun","1","fim",3512,0
2024-06-18,"Almoço","RA","bovino","pts_proteina_texturizada","ter","jun","1","fim",1261,0
2024-06-18,"Almoço","RS","bovino","pts_proteina_texturizada","ter","jun","1","fim",1580,0
2024-06-18,"Jantar","RU","suino","leguminosas","ter","jun","0","fim",2783,0
2024-06-18,"Jantar","RA","suino","leguminosas","ter","jun","0","fim",882,0
2024-06-18,"Jantar","RS","suino","leguminosas","ter","jun","0","fim",1106,0
2024-06-19,"Almoço","RU","frango","leguminosas","qua","jun","1","fim",4016,0
2024-06-19,"Almoço","RA","frango","leguminosas","qua","jun","1","fim",1313,0
2024-06-19,"Almoço","RS","frango","leguminosas","qua","jun","1","fim",1868,0
2024-06-19,"Jantar","RU","bovino","leguminosas","qua","jun","0","fim",2387,0
2024-06-19,"Jantar","RA","bovino","leguminosas","qua","jun","0","fim",650,0
2024-06-19,"Jantar","RS","bovino","leguminosas","qua","jun","0","fim",915,0
2024-06-20,"Almoço","RU","bovino","leguminosas","qui","jun","1","fim",6730,0
2024-06-20,"Almoço","RA","bovino","leguminosas","qui","jun","1","fim",1320,0
2024-06-20,"Almoço","RS","bovino","leguminosas","qui","jun","1","fim",1674,0
2024-06-20,"Jantar","RU","frango","leguminosas","qui","jun","0","fim",3309,0
2024-06-20,"Jantar","RA","frango","leguminosas","qui","jun","0","fim",841,0
2024-06-20,"Jantar","RS","frango","leguminosas","qui","jun","0","fim",953,0
2024-06-21,"Almoço","RU","feijoada","feijoada_vegana","sex","jun","1","fim",4098,0
2024-06-21,"Almoço","RA","feijoada","feijoada_vegana","sex","jun","1","fim",1206,0
2024-06-21,"Almoço","RS","feijoada","feijoada_vegana","sex","jun","1","fim",1928,0
2024-06-21,"Jantar","RU","feijoada","feijoada_vegana","sex","jun","0","fim",2198,0
2024-06-21,"Jantar","RA","feijoada","feijoada_vegana","sex","jun","0","fim",579,0
2024-06-21,"Jantar","RS","feijoada","feijoada_vegana","sex","jun","0","fim",630,0
2024-06-24,"Almoço","RU","bovino","leguminosas","seg","jun","1","fim",3583,0
2024-06-24,"Almoço","RA","bovino","leguminosas","seg","jun","1","fim",1159,0
2024-06-24,"Almoço","RS","bovino","leguminosas","seg","jun","1","fim",1339,0
2024-06-24,"Jantar","RU","suino","leguminosas","seg","jun","0","fim",2470,0
2024-06-24,"Jantar","RA","suino","leguminosas","seg","jun","0","fim",695,0
2024-06-24,"Jantar","RS","suino","leguminosas","seg","jun","0","fim",725,0
2024-06-25,"Almoço","RU","suino","pts_proteina_texturizada","ter","jun","1","fim",3755,0
2024-06-25,"Almoço","RA","suino","pts_proteina_texturizada","ter","jun","1","fim",1163,0
2024-06-25,"Almoço","RS","suino","pts_proteina_texturizada","ter","jun","1","fim",1633,0
2024-06-25,"Jantar","RU","bovino","leguminosas","ter","jun","0","fim",2498,0
2024-06-25,"Jantar","RA","bovino","leguminosas","ter","jun","0","fim",715,0
2024-06-25,"Jantar","RS","bovino","leguminosas","ter","jun","0","fim",807,0
2024-06-26,"Almoço","RA","frango","leguminosas","qua","jun","1","fim",1257,0
2024-06-26,"Almoço","RS","frango","leguminosas","qua","jun","1","fim",1541,0
2024-06-26,"Almoço","RU","frango","leguminosas","qua","jun","1","fim",3779,0
2024-06-26,"Jantar","RU","bovino","pts_proteina_texturizada","qua","jun","0","fim",2533,0
2024-06-26,"Jantar","RA","bovino","pts_proteina_texturizada","qua","jun","0","fim",594,0
2024-06-26,"Jantar","RS","bovino","pts_proteina_texturizada","qua","jun","0","fim",755,0
2024-06-27,"Almoço","RU","bovino","leguminosas","qui","jun","1","fim",3356,0
2024-06-27,"Almoço","RA","bovino","leguminosas","qui","jun","1","fim",1023,0
2024-06-27,"Almoço","RS","bovino","leguminosas","qui","jun","1","fim",1232,0
2024-06-27,"Jantar","RU","peixe","leguminosas","qui","jun","0","fim",1263,0
2024-06-27,"Jantar","RA","peixe","leguminosas","qui","jun","0","fim",318,0
2024-06-27,"Jantar","RS","peixe","leguminosas","qui","jun","0","fim",350,0
2024-06-28,"Almoço","RU","bovino","leguminosas","sex","jun","1","fim",3326,0
2024-06-28,"Almoço","RA","bovino","leguminosas","sex","jun","1","fim",934,0
2024-06-28,"Almoço","RS","bovino","leguminosas","sex","jun","1","fim",1198,0
2024-06-28,"Jantar","RU","frango","leguminosas","sex","jun","0","fim",1748,0
2024-06-28,"Jantar","RA","frango","leguminosas","sex","jun","0","fim",427,0
2024-06-28,"Jantar","RS","frango","leguminosas","sex","jun","0","fim",433,0
2024-07-01,"Almoço","RA","Outros","leguminosas","seg","jul","1","fim",725,0
2024-07-01,"Almoço","RS","Outros","leguminosas","seg","jul","1","fim",762,0
2024-07-01,"Almoço","RU","bovino","leguminosas","seg","jul","1","fim",2432,0
2024-07-01,"Jantar","RU","frango","leguminosas","seg","jul","0","fim",1616,0
2024-07-01,"Jantar","RA","frango","leguminosas","seg","jul","0","fim",436,0
2024-07-01,"Jantar","RS","frango","leguminosas","seg","jul","0","fim",328,0
2024-07-02,"Almoço","RU","bovino","leguminosas","ter","jul","1","fim",2281,0
2024-07-02,"Almoço","RA","bovino","leguminosas","ter","jul","1","fim",705,0
2024-07-02,"Almoço","RS","bovino","leguminosas","ter","jul","1","fim",765,0
2024-07-02,"Jantar","RU","suino","leguminosas","ter","jul","0","fim",1569,0
2024-07-02,"Jantar","RA","suino","leguminosas","ter","jul","0","fim",401,0
2024-07-02,"Jantar","RS","suino","leguminosas","ter","jul","0","fim",296,0
2024-07-03,"Almoço","RU","frango","pts_proteina_texturizada","qua","jul","1","fim",2739,0
2024-07-03,"Almoço","RA","frango","pts_proteina_texturizada","qua","jul","1","fim",780,0
2024-07-03,"Almoço","RS","frango","pts_proteina_texturizada","qua","jul","1","fim",787,0
2024-07-03,"Jantar","RU","bovino","leguminosas","qua","jul","0","fim",1330,0
2024-07-03,"Jantar","RA","bovino","leguminosas","qua","jul","0","fim",349,0
2024-07-03,"Jantar","RS","bovino","leguminosas","qua","jul","0","fim",299,0
2024-07-04,"Almoço","RU","bovino","leguminosas","qui","jul","1","fim",2420,0
2024-07-04,"Almoço","RA","bovino","leguminosas","qui","jul","1","fim",634,0
2024-07-04,"Almoço","RS","bovino","leguminosas","qui","jul","1","fim",642,0
2024-07-04,"Jantar","RU","frango","leguminosas","qui","jul","0","fim",1460,0
2024-07-04,"Jantar","RA","frango","leguminosas","qui","jul","0","fim",365,0
2024-07-04,"Jantar","RS","frango","leguminosas","qui","jul","0","fim",260,0
2024-07-05,"Almoço","RU","peixe","leguminosas","sex","jul","1","fim",1638,0
2024-07-05,"Almoço","RA","peixe","leguminosas","sex","jul","1","fim",447,0
2024-07-05,"Almoço","RS","peixe","leguminosas","sex","jul","1","fim",373,0
2024-07-05,"Jantar","RU","bovino","leguminosas","sex","jul","0","fim",1120,0
2024-07-05,"Jantar","RA","bovino","leguminosas","sex","jul","0","fim",262,0
2024-07-05,"Jantar","RS","bovino","leguminosas","sex","jul","0","fim",154,0
2024-07-08,"Almoço","RU","suino","leguminosas","seg","jul","1","ferias",NA,1
2024-07-08,"Almoço","RA","suino","leguminosas","seg","jul","1","ferias",NA,1
2024-07-08,"Almoço","RS","suino","leguminosas","seg","jul","1","ferias",1418,1
2024-07-08,"Jantar","RU","bovino","leguminosas","seg","jul","0","ferias",NA,1
2024-07-08,"Jantar","RA","bovino","leguminosas","seg","jul","0","ferias",NA,1
2024-07-08,"Jantar","RS","bovino","leguminosas","seg","jul","0","ferias",821,1
2024-07-10,"Almoço","RU","frango","leguminosas","qua","jul","1","ferias",1747,0
2024-07-10,"Almoço","RA","frango","leguminosas","qua","jul","1","ferias",627,0
2024-07-10,"Almoço","RS","frango","leguminosas","qua","jul","1","ferias",695,0
2024-07-10,"Jantar","RA","bovino","leguminosas","qua","jul","0","ferias",342,0
2024-07-10,"Jantar","RS","bovino","leguminosas","qua","jul","0","ferias",276,0
2024-07-10,"Jantar","RU","frango","leguminosas","qua","jul","0","ferias",1187,0
2024-07-11,"Almoço","RU","bovino","leguminosas","qui","jul","1","ferias",1860,0
2024-07-11,"Almoço","RA","bovino","leguminosas","qui","jul","1","ferias",669,0
2024-07-11,"Almoço","RS","bovino","leguminosas","qui","jul","1","ferias",724,0
2024-07-11,"Jantar","RU","suino","pts_proteina_texturizada","qui","jul","0","ferias",1205,0
2024-07-11,"Jantar","RA","suino","pts_proteina_texturizada","qui","jul","0","ferias",322,0
2024-07-11,"Jantar","RS","suino","pts_proteina_texturizada","qui","jul","0","ferias",259,0
2024-07-12,"Almoço","RU","frango","leguminosas","sex","jul","1","ferias",1686,0
2024-07-12,"Almoço","RA","frango","leguminosas","sex","jul","1","ferias",613,0
2024-07-12,"Almoço","RS","frango","leguminosas","sex","jul","1","ferias",597,0
2024-07-12,"Jantar","RU","bovino","leguminosas","sex","jul","0","ferias",786,0
2024-07-12,"Jantar","RA","bovino","leguminosas","sex","jul","0","ferias",206,0
2024-07-12,"Jantar","RS","bovino","leguminosas","sex","jul","0","ferias",124,0
2024-07-15,"Almoço","RU","suino","leguminosas","seg","jul","1","ferias",1738,0
2024-07-15,"Almoço","RA","suino","leguminosas","seg","jul","1","ferias",570,0
2024-07-15,"Almoço","RS","suino","leguminosas","seg","jul","1","ferias",579,0
2024-07-15,"Jantar","RU","frango","leguminosas","seg","jul","0","ferias",1105,0
2024-07-15,"Jantar","RA","frango","leguminosas","seg","jul","0","ferias",266,0
2024-07-15,"Jantar","RS","frango","leguminosas","seg","jul","0","ferias",217,0
2024-07-16,"Almoço","RU","bovino","pts_proteina_texturizada","ter","jul","1","ferias",1824,0
2024-07-16,"Almoço","RA","bovino","pts_proteina_texturizada","ter","jul","1","ferias",634,0
2024-07-16,"Almoço","RS","bovino","pts_proteina_texturizada","ter","jul","1","ferias",561,0
2024-07-16,"Jantar","RU","suino","leguminosas","ter","jul","0","ferias",1109,0
2024-07-16,"Jantar","RA","suino","leguminosas","ter","jul","0","ferias",271,0
2024-07-16,"Jantar","RS","suino","leguminosas","ter","jul","0","ferias",200,0
2024-07-17,"Almoço","RU","peixe","leguminosas","qua","jul","1","ferias",1176,0
2024-07-17,"Almoço","RA","peixe","leguminosas","qua","jul","1","ferias",356,0
2024-07-17,"Almoço","RS","peixe","leguminosas","qua","jul","1","ferias",329,0
2024-07-17,"Jantar","RU","bovino","leguminosas","qua","jul","0","ferias",1106,0
2024-07-17,"Jantar","RA","bovino","leguminosas","qua","jul","0","ferias",234,0
2024-07-17,"Jantar","RS","bovino","leguminosas","qua","jul","0","ferias",163,0
2024-07-18,"Almoço","RU","frango","leguminosas","qui","jul","1","ferias",1684,0
2024-07-18,"Almoço","RA","frango","leguminosas","qui","jul","1","ferias",542,0
2024-07-18,"Almoço","RS","frango","leguminosas","qui","jul","1","ferias",526,0
2024-07-18,"Jantar","RU","bovino","leguminosas","qui","jul","0","ferias",851,0
2024-07-18,"Jantar","RA","bovino","leguminosas","qui","jul","0","ferias",166,0
2024-07-18,"Jantar","RS","bovino","leguminosas","qui","jul","0","ferias",147,0
2024-07-19,"Almoço","RU","feijoada","pts_proteina_texturizada","sex","jul","1","ferias",1970,0
2024-07-19,"Almoço","RA","feijoada","pts_proteina_texturizada","sex","jul","1","ferias",518,0
2024-07-19,"Almoço","RS","feijoada","pts_proteina_texturizada","sex","jul","1","ferias",642,0
2024-07-19,"Jantar","RU","feijoada","pts_proteina_texturizada","sex","jul","0","ferias",870,0
2024-07-19,"Jantar","RA","feijoada","pts_proteina_texturizada","sex","jul","0","ferias",194,0
2024-07-19,"Jantar","RS","feijoada","pts_proteina_texturizada","sex","jul","0","ferias",137,0
2024-07-22,"Almoço","RU","suino","leguminosas","seg","jul","1","ferias",1426,0
2024-07-22,"Almoço","RA","suino","leguminosas","seg","jul","1","ferias",593,0
2024-07-22,"Almoço","RS","suino","leguminosas","seg","jul","1","ferias",525,0
2024-07-22,"Jantar","RU","peixe","pts_proteina_texturizada","seg","jul","0","ferias",665,0
2024-07-22,"Jantar","RA","peixe","leguminosas","seg","jul","0","ferias",150,0
2024-07-22,"Jantar","RS","peixe","leguminosas","seg","jul","0","ferias",118,0
2024-07-23,"Almoço","RU","frango","pts_proteina_texturizada","ter","jul","1","ferias",1795,0
2024-07-23,"Almoço","RA","frango","pts_proteina_texturizada","ter","jul","1","ferias",617,0
2024-07-23,"Almoço","RS","frango","pts_proteina_texturizada","ter","jul","1","ferias",564,0
2024-07-23,"Jantar","RU","bovino","leguminosas","ter","jul","0","ferias",1075,0
2024-07-23,"Jantar","RA","bovino","leguminosas","ter","jul","0","ferias",222,0
2024-07-23,"Jantar","RS","bovino","leguminosas","ter","jul","0","ferias",182,0
2024-07-24,"Almoço","RU","bovino","leguminosas","qua","jul","1","ferias",1659,0
2024-07-24,"Almoço","RA","bovino","leguminosas","qua","jul","1","ferias",576,0
2024-07-24,"Almoço","RS","bovino","leguminosas","qua","jul","1","ferias",511,0
2024-07-24,"Jantar","RU","frango","leguminosas","qua","jul","0","ferias",1156,0
2024-07-24,"Jantar","RA","frango","leguminosas","qua","jul","0","ferias",327,0
2024-07-24,"Jantar","RS","frango","leguminosas","qua","jul","0","ferias",179,0
2024-07-25,"Almoço","RA","suino","leguminosas","qui","jul","1","ferias",606,0
2024-07-25,"Almoço","RS","suino","leguminosas","qui","jul","1","ferias",526,0
2024-07-25,"Almoço","RU","frango","leguminosas","qui","jul","1","ferias",1857,0
2024-07-25,"Jantar","RU","bovino","pts_proteina_texturizada","qui","jul","0","ferias",998,0
2024-07-25,"Jantar","RA","bovino","pts_proteina_texturizada","qui","jul","0","ferias",221,0
2024-07-25,"Jantar","RS","bovino","pts_proteina_texturizada","qui","jul","0","ferias",141,0
2024-07-26,"Almoço","RU","frango","leguminosas","sex","jul","1","ferias",1916,0
2024-07-26,"Almoço","RA","frango","leguminosas","sex","jul","1","ferias",612,0
2024-07-26,"Almoço","RS","frango","leguminosas","sex","jul","1","ferias",639,0
2024-07-26,"Jantar","RU","suino","leguminosas","sex","jul","0","ferias",896,0
2024-07-26,"Jantar","RA","suino","leguminosas","sex","jul","0","ferias",204,0
2024-07-26,"Jantar","RS","suino","leguminosas","sex","jul","0","ferias",119,0
2024-07-29,"Almoço","RU","bovino","pts_proteina_texturizada","seg","jul","1","ferias",1919,0
2024-07-29,"Almoço","RA","bovino","pts_proteina_texturizada","seg","jul","1","ferias",643,0
2024-07-29,"Almoço","RS","bovino","pts_proteina_texturizada","seg","jul","1","ferias",539,0
2024-07-29,"Jantar","RU","suino","leguminosas","seg","jul","0","ferias",1346,0
2024-07-29,"Jantar","RA","suino","leguminosas","seg","jul","0","ferias",326,0
2024-07-29,"Jantar","RS","suino","leguminosas","seg","jul","0","ferias",234,0
2024-07-30,"Almoço","RU","frango","leguminosas","ter","jul","1","ferias",2271,0
2024-07-30,"Almoço","RA","frango","leguminosas","ter","jul","1","ferias",709,0
2024-07-30,"Almoço","RS","frango","leguminosas","ter","jul","1","ferias",658,0
2024-07-30,"Jantar","RU","bovino","pts_proteina_texturizada","ter","jul","0","ferias",1780,0
2024-07-30,"Jantar","RA","bovino","pts_proteina_texturizada","ter","jul","0","ferias",457,0
2024-07-30,"Jantar","RS","bovino","pts_proteina_texturizada","ter","jul","0","ferias",337,0
2024-07-31,"Almoço","RU","bovino","leguminosas","qua","jul","1","ferias",NA,0
2024-07-31,"Almoço","RA","bovino","leguminosas","qua","jul","1","ferias",NA,0
2024-07-31,"Almoço","RS","bovino","leguminosas","qua","jul","1","ferias",NA,0
2024-07-31,"Jantar","RU","peixe","pts_proteina_texturizada","qua","jul","0","ferias",NA,0
2024-07-31,"Jantar","RA","peixe","pts_proteina_texturizada","qua","jul","0","ferias",NA,0
2024-07-31,"Jantar","RS","peixe","pts_proteina_texturizada","qua","jul","0","ferias",NA,0
2024-08-01,"Almoço","RU","bovino","leguminosas","qui","ago","1","inicio",2773,0
2024-08-01,"Almoço","RA","bovino","leguminosas","qui","ago","1","inicio",985,0
2024-08-01,"Almoço","RS","bovino","leguminosas","qui","ago","1","inicio",860,0
